i,N,alpha,lb_y,ub_y,lb_u,ub_u,d_const,target_profile_equation,cost
1899,13,0.01,-1e+20,1.9574287457783552,-5.0148009409771,3.6318600997753823,-40,"-5*x1*x1+2*x1+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)+sin(2*pi*x2+pi/6)*sin(2*pi*x2+pi/6)",0.19213923811912537
1900,55,0.01,-1e+20,3.5839609401825805,2.8280151006035608,3.8061635630411867,0,"3+sin(4*pi*x1+pi/6)*sin(4*pi*x1+pi/6)",0.12181384116411209
1901,27,0.01,-1e+20,4.144077998604853,3.094788262989244,3.8331528889926525,-50,"3+-3*x1*x1+4*x1",0.12290675193071365
1902,64,0.01,-1e+20,-1.4997265645135742,-2.43917170179164,-1.2659005564982908,-50,"-2+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)",0.19792921841144562
1903,85,0.01,-1e+20,2.4666535402411944,-5.386335298641592,1.4654682762027402,-10,"2+3*x1*x1+-5*x1+-2*x2*x2+-2*x2+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(4*pi*x2+pi/3)*sin(4*pi*x2+pi/3)",0.14194799959659576
1904,80,0.01,-1e+20,-3.463567631055394,-3.683182205431481,-3.062637793895002,-40,"-4+sin(3*pi*x1+pi/1)*sin(3*pi*x1+pi/1)",0.14091983437538147
1905,47,0.01,-1e+20,0.48399979618858796,-0.23300225514722328,0.428336460830978,-20,"1*x1*x1+-1*x1+sin(3*pi*x1+pi/4)*sin(3*pi*x1+pi/4)",0.1899857074022293
1906,46,0.01,-1e+20,0.6843135037819795,0.3191449041014709,0.5586785672946044,0,"sin(4*pi*x2+pi/5)*sin(4*pi*x2+pi/5)",0.1095193400979042
1907,86,0.01,-1e+20,0.5096425510760253,0.4117783884680023,1.3529254042875012,-10,"0+sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)",0.1101076528429985
1908,20,0.01,-1e+20,1.6391227784164188,1.0144463010307614,2.224877324036079,-20,"1+sin(3*pi*x1+pi/3)*sin(3*pi*x1+pi/3)",0.1288694441318512
1909,76,0.01,-1e+20,1.6334434465017424,1.4099641911234189,2.437229968123565,0,"1+sin(2*pi*x1+pi/1)*sin(2*pi*x1+pi/1)",0.10617353022098541
1910,96,0.01,-1e+20,0.5599169004164839,0.30320955448387454,1.4299477327123418,-50,"sin(2*pi*x2+pi/3)*sin(2*pi*x2+pi/3)",0.18347139656543732
1911,24,0.01,-1e+20,0.6725455590835494,0.3588972363753652,1.0520711799264073,-40,"sin(3*pi*x2+pi/2)*sin(3*pi*x2+pi/2)",0.1591183841228485
1912,68,0.01,-1e+20,3.401161093768004,2.1048873485440747,3.2911753494077507,-20,"2+-2*x2*x2+2*x2+sin(3*pi*x1+pi/1)*sin(3*pi*x1+pi/1)",0.19493193924427032
1913,68,0.01,-1e+20,-0.10241314729669315,-1.6446480703236739,0.3298073842388769,0,"4*x1*x1+-5*x1",0.028264988213777542
1914,75,0.01,-1e+20,9.15372289539394,-0.9511185837362262,13.12059180522423,-10,"1+4*x1*x1+4*x1+sin(1*pi*x1+pi/5)*sin(1*pi*x1+pi/5)",0.18194548785686493
1915,47,0.01,-1e+20,3.6052032680624544,2.8460204369547855,3.9222632925028353,-50,"3+sin(1*pi*x2+pi/6)*sin(1*pi*x2+pi/6)",0.1259709745645523
1916,35,0.01,-1e+20,-1.3007444623113429,-2.252635603253439,-1.2257408357110524,-30,"-2+sin(4*pi*x1+pi/4)*sin(4*pi*x1+pi/4)",0.1908518224954605
1917,86,0.01,-1e+20,1.9774592217473153,0.11765110598214856,1.5095686256344827,-20,"-1*x1*x1+3*x1",0.1965620368719101
1918,97,0.01,-1e+20,-2.082234582887641,-2.774237666832356,-2.1465722943779375,-30,"-3+sin(3*pi*x1+pi/1)*sin(3*pi*x1+pi/1)",0.1644892394542694
1919,99,0.01,-1e+20,2.541494472127593,2.162597110643122,3.144296915959938,-30,"2+sin(1*pi*x1+pi/4)*sin(1*pi*x1+pi/4)",0.12427093088626862
1920,63,0.01,-1e+20,0.8965061669880372,-1.6232507819790838,1.5527324454546438,0,"0*x1*x1+-1*x1+sin(5*pi*x1+pi/2)*sin(5*pi*x1+pi/2)",0.10441470146179199
1921,38,0.01,-1e+20,5.178191826901882,-2.7810712599685203,6.643659355599785,-20,"5+-2*x2*x2+-3*x2+sin(3*pi*x1+pi/4)*sin(3*pi*x1+pi/4)",0.19345316290855408
1922,71,0.01,-1e+20,4.964044354043509,3.213030983720511,4.210126468526839,0,"4+1*x1*x1+-2*x1+sin(5*pi*x2+pi/4)*sin(5*pi*x2+pi/4)",0.14071600139141083
1923,60,0.01,-1e+20,0.6780489947311996,-0.2476535717816346,1.218979567244389,-20,"sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.1109328418970108
1924,23,0.01,-1e+20,2.674748452052909,-3.176483150897825,2.416861296271642,-20,"3+-3*x1*x1+-3*x1",0.08076951652765274
1925,30,0.01,-1e+20,1.4639695156631243,-0.16030698670291776,2.1088022013710477,-10,"sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)+sin(3*pi*x2+pi/1)*sin(3*pi*x2+pi/1)",0.17624323070049286
1926,35,0.01,-1e+20,5.943136188971429,5.220063965831112,5.734901345951965,-50,"5+sin(1*pi*x2+pi/6)*sin(1*pi*x2+pi/6)",0.16211657226085663
1927,12,0.01,-1e+20,3.7065482478817944,-0.9445416790850123,5.840508077223618,0,"2*x1*x1+1*x1+sin(3*pi*x2+pi/5)*sin(3*pi*x2+pi/5)",0.08425427228212357
1928,94,0.01,-1e+20,0.6541853490027701,0.0927272842522524,0.871062353331866,-50,"sin(4*pi*x1+pi/6)*sin(4*pi*x1+pi/6)",0.1491294950246811
1929,32,0.01,-1e+20,0.9754260836647848,-0.20659138360995,0.8529410702274227,0,"sin(5*pi*x1+pi/2)*sin(5*pi*x1+pi/2)",0.0992652028799057
1930,30,0.01,-1e+20,1.1338640654468044,-2.040508812570944,2.907665887248295,-10,"1+-3*x1*x1+3*x1+-2*x2*x2+-1*x2",0.02844087779521942
1931,38,0.01,-1e+20,0.9948695849682514,0.305466832370353,1.540669392065194,-50,"-5*x2*x2+5*x2",0.08250489830970764
1932,95,0.01,-1e+20,0.8171667011045214,-0.16468652824279828,1.4127667047357744,0,"sin(3*pi*x2+pi/2)*sin(3*pi*x2+pi/2)",0.09801570326089859
1933,68,0.01,-1e+20,3.183267005479854,-4.026096708140951,3.826721317933221,-10,"-1*x1*x1+-4*x1+1*x2*x2+4*x2+sin(2*pi*x2+pi/5)*sin(2*pi*x2+pi/5)",0.16732005774974823
1934,30,0.01,-1e+20,0.5461272700067582,0.10948571364825865,0.8426081751795312,-40,"sin(4*pi*x1+pi/1)*sin(4*pi*x1+pi/1)",0.1513400822877884
1935,68,0.01,-1e+20,-0.3568035204082871,-2.3877844792392575,-1.205858080376415,0,"-4+-2*x2*x2+4*x2+sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)+sin(1*pi*x2+pi/3)*sin(1*pi*x2+pi/3)",0.10326617956161499
1936,14,0.01,-1e+20,4.628936275926673,3.5576911062741208,5.2846520613175985,-10,"4+sin(2*pi*x1+pi/2)*sin(2*pi*x1+pi/2)",0.13538262248039246
1937,17,0.01,-1e+20,3.616047913442603,0.2915455574638117,5.017940282255795,0,"3*x2*x2+1*x2",0.04700564965605736
1938,88,0.01,-1e+20,1.3526226702034343,-0.7910039637079087,1.0183014647077702,-10,"-4*x1*x1+3*x1+sin(1*pi*x2+pi/4)*sin(1*pi*x2+pi/4)",0.03556576743721962
1939,38,0.01,-1e+20,0.41047208475277275,-9.35724913528475,5.236161230266902,-20,"-3*x2*x2+-5*x2+sin(4*pi*x1+pi/5)*sin(4*pi*x1+pi/5)+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.16301903128623962
1940,60,0.01,-1e+20,4.538341502839691,2.765101081741053,4.528488171648908,0,"2+2*x2*x2+0*x2+sin(2*pi*x1+pi/6)*sin(2*pi*x1+pi/6)",0.14610446989536285
1941,81,0.01,-1e+20,1.7870009958704909,-0.08164891859467549,1.2247919140578996,0,"0*x1*x1+1*x1+-2*x2*x2+3*x2",0.14691969752311707
1942,61,0.01,-1e+20,0.8822026151150844,0.2800408276034312,0.6175295631090948,0,"sin(4*pi*x1+pi/4)*sin(4*pi*x1+pi/4)",0.10756290704011917
1943,55,0.01,-1e+20,1.4874545392913285,0.6831474611543489,2.0739101401075497,-10,"-3*x1*x1+3*x1+sin(4*pi*x1+pi/2)*sin(4*pi*x1+pi/2)",0.13997118175029755
1944,21,0.01,-1e+20,5.601147584050427,4.754421556225566,5.543551579958926,-20,"5+sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.18643364310264587
1945,67,0.01,-1e+20,1.7635964542444225,0.9187127889882294,2.3677679172510095,-50,"1+sin(1*pi*x1+pi/3)*sin(1*pi*x1+pi/3)",0.17074552178382874
1946,58,0.01,-1e+20,5.618232969988118,4.595252610426437,5.525974777111944,-50,"5+-5*x2*x2+4*x2",0.15832455456256866
1947,45,0.01,-1e+20,5.540121727896124,0.05489087558852135,4.949717236754126,0,"1*x2*x2+4*x2+sin(2*pi*x2+pi/2)*sin(2*pi*x2+pi/2)",0.13677343726158142
1948,42,0.01,-1e+20,-3.1916453695868965,-3.9393511764359017,-3.259064484152234,-20,"-4+sin(3*pi*x2+pi/3)*sin(3*pi*x2+pi/3)",0.16819314658641815
1949,31,0.01,-1e+20,2.806352649975713,-2.2233771473881747,4.928020712664993,0,"5*x2*x2+-2*x2+sin(2*pi*x1+pi/6)*sin(2*pi*x1+pi/6)",0.11260437220335007
1950,73,0.01,-1e+20,0.7664219970383723,-0.3650940869369878,1.3475112672623593,-40,"sin(1*pi*x2+pi/5)*sin(1*pi*x2+pi/5)",0.19435009360313416
1951,40,0.01,-1e+20,4.476236603894185,4.253829826385525,5.30987643531302,-30,"4+sin(3*pi*x1+pi/5)*sin(3*pi*x1+pi/5)",0.14698024094104767
1952,28,0.01,-1e+20,1.7820387566098965,1.0346456859221358,1.9761256582781674,-50,"1+sin(3*pi*x1+pi/3)*sin(3*pi*x1+pi/3)",0.1611221879720688
1953,28,0.01,-1e+20,0.6979316904725081,-0.18163832292095472,0.7981803388182663,-50,"0+sin(4*pi*x2+pi/6)*sin(4*pi*x2+pi/6)",0.15616939961910248
1954,54,0.01,-1e+20,-2.1464869575755388,-3.098450645230465,-1.8082386562813388,0,"-3+sin(3*pi*x1+pi/5)*sin(3*pi*x1+pi/5)",0.09874090552330017
1955,65,0.01,-1e+20,5.875984959640739,5.2077826282424615,6.175367706095257,-20,"5+1*x2*x2+-1*x2+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)",0.1938539296388626
1956,44,0.01,-1e+20,0.6306317894730462,0.49817872549859865,1.169136695011261,-10,"sin(2*pi*x2+pi/3)*sin(2*pi*x2+pi/3)",0.12963147461414337
1957,58,0.01,-1e+20,0.8196938502804256,0.04378165996473771,1.1794149953693853,-40,"sin(1*pi*x2+pi/4)*sin(1*pi*x2+pi/4)",0.15378092229366302
1958,20,0.01,-1e+20,0.5312607194261422,-0.1512483142404777,0.5168993354680562,-50,"sin(2*pi*x2+pi/6)*sin(2*pi*x2+pi/6)",0.10585013777017593
1959,95,0.01,-1e+20,-0.45325728566645085,-5.065945796445486,1.030482931396409,0,"-3*x2*x2+-1*x2",0.0875520408153534
1960,65,0.01,-1e+20,0.560137298386185,0.3575675045955111,0.6964794754667837,0,"0+1*x1*x1+-1*x1+sin(5*pi*x1+pi/2)*sin(5*pi*x1+pi/2)",0.1213422566652298
1961,27,0.01,-1e+20,3.5412114454494974,2.833585826119478,4.001546638717101,-10,"4+0*x2*x2+-1*x2",0.1772928088903427
1962,34,0.01,-1e+20,-2.1473314478286647,-3.3443248203326297,-2.3577748053289405,-30,"-3+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.09449413418769836
1963,47,0.01,-1e+20,-1.745949394267763,-4.473999881395925,-1.2314386282695364,0,"-4+-4*x2*x2+5*x2+sin(5*pi*x2+pi/2)*sin(5*pi*x2+pi/2)",0.1422475129365921
1964,26,0.01,-1e+20,2.662590674943963,2.050185303809705,3.4412465920924484,0,"2+sin(1*pi*x1+pi/4)*sin(1*pi*x1+pi/4)",0.04929570108652115
1965,77,0.01,-1e+20,-0.11987342640977994,-0.8268869955057404,-0.27922525396055387,0,"-1+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)",0.05210493505001068
1966,80,0.01,-1e+20,0.5531168905114807,0.2985677431851854,0.6060601687649153,-30,"sin(5*pi*x1+pi/1)*sin(5*pi*x1+pi/1)",0.12566229701042175
1967,32,0.01,-1e+20,0.9143761754495406,-0.1365160000005794,1.472578121428787,-50,"sin(3*pi*x1+pi/6)*sin(3*pi*x1+pi/6)",0.16837027668952942
1968,30,0.01,-1e+20,0.47725457720478826,-5.766675048734395,1.6903355628764332,-20,"0+-2*x2*x2+-2*x2+sin(5*pi*x1+pi/1)*sin(5*pi*x1+pi/1)",0.1917644888162613
1969,35,0.01,-1e+20,5.626575369759328,2.5248104084368146,5.733375180979842,-10,"3+1*x1*x1+2*x1+sin(2*pi*x1+pi/5)*sin(2*pi*x1+pi/5)",0.14485540986061096
1970,67,0.01,-1e+20,0.530489530502301,0.01868566927755344,0.7558591123572247,-30,"1*x1*x1+-1*x1+sin(3*pi*x1+pi/5)*sin(3*pi*x1+pi/5)",0.139764666557312
1971,60,0.01,-1e+20,2.38101675193412,-1.7582242185340125,3.1873308227891948,-10,"1+-1*x1*x1+-3*x1+sin(4*pi*x1+pi/1)*sin(4*pi*x1+pi/1)+sin(1*pi*x2+pi/5)*sin(1*pi*x2+pi/5)",0.1723758429288864
1972,16,0.01,-1e+20,0.06091302832723411,-3.040314288705716,3.1968300440674184,-10,"0*x2*x2+-4*x2+sin(5*pi*x2+pi/2)*sin(5*pi*x2+pi/2)",0.1729617714881897
1973,40,0.01,-1e+20,-3.1897241192628187,-4.2167395734294955,-2.7694476222087285,-40,"-4+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)",0.1387680470943451
1974,50,0.01,-1e+20,-0.3949053315698683,-5.395591714999131,1.5930797126102796,0,"-3*x1*x1+-2*x1",0.06855066120624542
1975,98,0.01,-1e+20,4.096178882286064,2.945675547412041,4.942761429216224,-50,"3+-2*x2*x2+2*x2+sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.19889824092388153
1976,17,0.01,-1e+20,0.8968695922504761,-4.399358797066633,2.7565311767513703,0,"0+-2*x2*x2+-1*x2+sin(4*pi*x1+pi/5)*sin(4*pi*x1+pi/5)",0.09470312297344208
1977,25,0.01,-1e+20,1.2274968543469895,-3.315525766966621,2.3277759180646878,0,"2*x1*x1+0*x1+-2*x2*x2+0*x2",0.013431848958134651
1978,22,0.01,-1e+20,2.4925002433389865,1.690028310580268,2.907242994141722,-40,"2+sin(4*pi*x1+pi/1)*sin(4*pi*x1+pi/1)",0.18465378880500793
1979,38,0.01,-1e+20,0.7897131584170023,-1.6778182452654407,1.3629005534781298,0,"5*x2*x2+-4*x2",0.03343748673796654
1980,77,0.01,-1e+20,-3.1521840827765537,-6.218622779885241,-3.139171121759767,0,"-3+-5*x1*x1+2*x1",0.16233491897583008
1981,44,0.01,-1e+20,-4.0133196524424255,-4.9793409837017855,-4.477905818827303,0,"-5+sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.11707905679941177
1982,96,0.01,-1e+20,2.9995090151484924,2.3294470646224252,2.6486339803466765,0,"2+0*x2*x2+0*x2+sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.09706830978393555
1983,100,0.01,-1e+20,0.6296053764168087,0.2548560833867167,0.589677598130866,-40,"0+0*x1*x1+0*x1+sin(3*pi*x1+pi/6)*sin(3*pi*x1+pi/6)",0.12992535531520844
1984,42,0.01,-1e+20,1.04406699649134,-0.20373465975067934,1.5072997472253258,-40,"-5*x1*x1+5*x1",0.11939737200737
1985,11,0.01,-1e+20,2.315803945629277,-0.09687053351114105,2.2837465997252338,-10,"1*x1*x1+2*x1+4*x2*x2+-3*x2",0.16790848970413208
1986,67,0.01,-1e+20,1.5330379226653883,-0.09700112225791091,2.4739703108578164,-10,"-2*x2*x2+3*x2+sin(1*pi*x1+pi/4)*sin(1*pi*x1+pi/4)",0.11540693044662476
1987,58,0.01,-1e+20,-0.3765104548117532,-1.8424267243570327,1.2912758120821004,0,"-3*x1*x1+0*x1",0.1594887673854828
1988,24,0.01,-1e+20,0.11142073267963476,-1.4316241688247726,0.08846655612200505,-10,"-4*x1*x1+2*x1",0.04693594574928284
1989,97,0.01,-1e+20,4.595789264583009,3.9769524293438225,4.798771980454151,-40,"4+sin(3*pi*x1+pi/6)*sin(3*pi*x1+pi/6)",0.1467808187007904
1990,65,0.01,-1e+20,6.613701450437658,-5.8747344213202055,9.592083146592186,0,"-1+1*x1*x1+-2*x1+3*x2*x2+5*x2+sin(4*pi*x2+pi/4)*sin(4*pi*x2+pi/4)",0.1623423546552658
1991,85,0.01,-1e+20,6.795394161307116,5.960492834240073,8.623147976295895,0,"5+-4*x2*x2+5*x2+sin(1*pi*x1+pi/3)*sin(1*pi*x1+pi/3)",0.18614095449447632
1992,75,0.01,-1e+20,2.7331395648501853,1.9484103884773099,3.352976545249895,-50,"2+sin(4*pi*x1+pi/6)*sin(4*pi*x1+pi/6)",0.15102601051330566
1993,23,0.01,-1e+20,1.0798792792724154,0.4518658521407667,1.6884349045072662,-10,"1*x1*x1+0*x1+sin(1*pi*x1+pi/5)*sin(1*pi*x1+pi/5)",0.054694801568984985
1994,56,0.01,-1e+20,0.9465325697264069,0.21112894609268829,0.8955575732528558,0,"sin(5*pi*x1+pi/4)*sin(5*pi*x1+pi/4)",0.10612700134515762
1995,14,0.01,-1e+20,4.768147145870511,3.908738136451879,4.5068282801566335,-40,"5+3*x1*x1+-4*x1+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)",0.08956469595432281
1996,63,0.01,-1e+20,-2.7031823003664455,-3.492023574164502,-1.8314054387818182,0,"-2+4*x1*x1+-4*x1",0.06817039847373962
1997,24,0.01,-1e+20,4.6557537537117,3.8424361676099954,5.319371406512672,0,"4+sin(4*pi*x2+pi/4)*sin(4*pi*x2+pi/4)",0.1223083958029747
1998,29,0.01,-1e+20,1.8086512122427318,-2.670268858044835,3.1849046808768073,0,"-1*x1*x1+-1*x1+sin(5*pi*x1+pi/2)*sin(5*pi*x1+pi/2)+sin(4*pi*x2+pi/3)*sin(4*pi*x2+pi/3)",0.19182977080345154
1999,13,0.01,-1e+20,9.99237530397852,2.9408582685075215,12.648623652524243,-10,"4+2*x2*x2+4*x2+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(3*pi*x2+pi/3)*sin(3*pi*x2+pi/3)",0.18577784299850464
2000,20,0.01,-1e+20,-0.2810447904558318,-1.2763795996084537,-0.008901124290269236,0,"-1+2*x2*x2+-2*x2+sin(5*pi*x2+pi/1)*sin(5*pi*x2+pi/1)",0.10036113113164902
2001,89,0.01,-1e+20,0.41854771949956593,-6.090072392309604,1.8734123565688683,0,"0*x1*x1+-3*x1+4*x2*x2+-4*x2+sin(2*pi*x2+pi/6)*sin(2*pi*x2+pi/6)",0.09224463999271393
2002,53,0.01,-1e+20,3.947013444874559,3.234228088570289,4.142064227434018,-10,"3+sin(1*pi*x2+pi/4)*sin(1*pi*x2+pi/4)",0.16619692742824554
2003,18,0.01,-1e+20,0.8366343218570911,-0.021239524161269174,1.2483379978697031,-40,"sin(1*pi*x2+pi/6)*sin(1*pi*x2+pi/6)",0.11433987319469452
2004,48,0.01,-1e+20,-1.487515883299087,-2.788918826837471,-0.30794535762712183,0,"-3+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(5*pi*x2+pi/6)*sin(5*pi*x2+pi/6)",0.15456126630306244
2005,32,0.01,-1e+20,0.5199023445679445,-7.156728497676931,0.1125551691136999,-20,"-4*x1*x1+-1*x1+0*x2*x2+-1*x2+sin(1*pi*x2+pi/5)*sin(1*pi*x2+pi/5)",0.07594243437051773
2006,90,0.01,-1e+20,5.880254802396361,5.4672277276678845,5.749137809213156,-40,"5+-4*x1*x1+4*x1",0.07848562300205231
2007,31,0.01,-1e+20,-1.1182637778869848,-2.072015103039009,-1.3335822306356024,-40,"-2+sin(3*pi*x1+pi/4)*sin(3*pi*x1+pi/4)",0.1771242469549179
2008,31,0.01,-1e+20,7.797365023052595,-0.4678163718212902,7.172753141148829,0,"3*x1*x1+5*x1",0.08256687223911285
2009,13,0.01,-1e+20,-1.2939713374565651,-1.5287218352072902,-1.3214424289268205,-40,"-2+sin(3*pi*x1+pi/2)*sin(3*pi*x1+pi/2)",0.1628042310476303
2010,22,0.01,-1e+20,-2.723226647055783,-4.190046253313101,-1.3986599159289594,-10,"-3+0*x1*x1+1*x1+3*x2*x2+-3*x2",0.08271755278110504
2011,84,0.01,-1e+20,-2.290974023941743,-4.525604681187282,-1.9683104400482703,0,"-4+-4*x1*x1+3*x1+sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)+sin(3*pi*x2+pi/5)*sin(3*pi*x2+pi/5)",0.11743640899658203
2012,80,0.01,-1e+20,1.6826007609374702,-4.137377881767666,2.178101740492511,0,"-2*x1*x1+-1*x1+3*x2*x2+-2*x2+sin(3*pi*x1+pi/4)*sin(3*pi*x1+pi/4)",0.09671048074960709
2013,14,0.01,-1e+20,3.530649326509704,-0.21446650335293693,4.879872193718915,0,"3+2*x1*x1+-4*x1+-2*x2*x2+3*x2+sin(3*pi*x1+pi/2)*sin(3*pi*x1+pi/2)",0.12385445833206177
2014,89,0.01,-1e+20,0.59940017787326,-0.019162255591694155,1.133160625188027,-30,"1*x1*x1+0*x1",0.13031195104122162
2015,18,0.01,-1e+20,4.59734596549629,3.5466624993634808,4.76875910730398,-40,"4+0*x2*x2+0*x2+sin(2*pi*x2+pi/4)*sin(2*pi*x2+pi/4)",0.17932474613189697
2016,40,0.01,-1e+20,3.841858540287506,-7.804907371473062,7.897448944025422,0,"3+-4*x2*x2+-5*x2+sin(3*pi*x1+pi/5)*sin(3*pi*x1+pi/5)",0.1498229056596756
2017,66,0.01,-1e+20,1.8191222330099954,-0.0846969982500081,2.5670919450320846,0,"-1*x1*x1+2*x1+sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)+sin(3*pi*x2+pi/3)*sin(3*pi*x2+pi/3)",0.18710999190807343
2018,89,0.01,-1e+20,0.6681627083965378,-0.300813808373114,0.9241826253026861,-10,"sin(4*pi*x2+pi/5)*sin(4*pi*x2+pi/5)",0.16601498425006866
2019,20,0.01,-1e+20,0.1893505910766602,-7.882071012382698,4.704880587711699,-20,"-4*x2*x2+-2*x2+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(3*pi*x2+pi/2)*sin(3*pi*x2+pi/2)",0.19150814414024353
2020,14,0.01,-1e+20,-2.2573576633218493,-2.9900288326903275,-2.225377241311047,-50,"-3+sin(2*pi*x2+pi/3)*sin(2*pi*x2+pi/3)",0.1408383697271347
2021,25,0.01,-1e+20,2.5545521771676682,-1.7008197322442347,2.900751040959136,0,"1*x1*x1+2*x1+1*x2*x2+-3*x2+sin(4*pi*x1+pi/2)*sin(4*pi*x1+pi/2)+sin(1*pi*x2+pi/6)*sin(1*pi*x2+pi/6)",0.17443564534187317
2022,61,0.01,-1e+20,-1.7351929383732383,-10.767128335875753,2.1700341135345074,-20,"-2+-5*x1*x1+-1*x1+sin(4*pi*x1+pi/6)*sin(4*pi*x1+pi/6)",0.19547973573207855
2023,52,0.01,-1e+20,0.5840128868150585,0.03072750196171814,0.5951714314883806,-10,"sin(1*pi*x2+pi/6)*sin(1*pi*x2+pi/6)",0.13173389434814453
2024,14,0.01,-1e+20,1.8859761017660177,-1.2778659043378557,3.5316698564993154,0,"1*x1*x1+-2*x1+3*x2*x2+-1*x2+sin(3*pi*x2+pi/4)*sin(3*pi*x2+pi/4)",0.0898592546582222
2025,37,0.01,-1e+20,0.6644996424742997,0.2885400855102248,1.2190655789501534,-40,"sin(3*pi*x2+pi/4)*sin(3*pi*x2+pi/4)",0.13773415982723236
2026,33,0.01,-1e+20,-3.315419057483334,-4.21902627453189,-2.9412089353748065,0,"-4+sin(5*pi*x1+pi/1)*sin(5*pi*x1+pi/1)",0.11192157119512558
2027,39,0.01,-1e+20,1.3695347816572223,-8.113669032884223,4.257833600265025,-20,"0+-3*x1*x1+-3*x1+3*x2*x2+0*x2",0.17099018394947052
2028,44,0.01,-1e+20,4.790048020024708,4.194520198718277,4.730188191663367,-50,"4+0*x2*x2+0*x2+sin(1*pi*x2+pi/4)*sin(1*pi*x2+pi/4)",0.12294430285692215
2029,72,0.01,-1e+20,0.9452940260297493,0.38792217316573896,1.3460137166451123,0,"sin(2*pi*x1+pi/5)*sin(2*pi*x1+pi/5)",0.09131652861833572
2030,85,0.01,-1e+20,1.3211476923679135,-0.4601259710219986,2.1419780968554893,-10,"3*x1*x1+-2*x1+sin(3*pi*x1+pi/4)*sin(3*pi*x1+pi/4)",0.19032618403434753
2031,10,0.01,-1e+20,0.7749161450837083,-7.242434803918647,1.1283624442639333,-10,"-2*x2*x2+-3*x2+sin(4*pi*x1+pi/2)*sin(4*pi*x1+pi/2)",0.0786023661494255
2032,54,0.01,-1e+20,-1.1096124091897768,-9.185923984383777,-0.15720069984410534,-10,"-5*x1*x1+3*x1+0*x2*x2+-4*x2",0.18920275568962097
2033,40,0.01,-1e+20,0.8315510077673969,-0.052667072417711625,1.3734242713674478,0,"sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.05179356783628464
2034,13,0.01,-1e+20,0.08387151155269623,-4.765119075646176,-0.018785058489786177,0,"-3+-2*x1*x1+4*x1+0*x2*x2+2*x2",0.07710801810026169
2035,66,0.01,-1e+20,4.254458478929685,-2.353606147669801,6.343757505945969,0,"2*x1*x1+3*x1",0.04776514694094658
2036,93,0.01,-1e+20,2.628094747223105,0.679111541033953,2.0946777992892986,-10,"-1*x1*x1+3*x1+sin(5*pi*x1+pi/1)*sin(5*pi*x1+pi/1)",0.1639002412557602
2037,32,0.01,-1e+20,1.0689887942103002,0.061632477268568686,0.5775096610695206,-30,"-2*x1*x1+3*x1",0.12234415113925934
2038,77,0.01,-1e+20,0.9356216635511749,-0.21967679601300039,0.878489408137367,0,"sin(3*pi*x1+pi/1)*sin(3*pi*x1+pi/1)",0.09840317815542221
2039,19,0.01,-1e+20,0.9218018265180189,0.08254161027956403,1.12087491247177,-20,"0+sin(4*pi*x1+pi/2)*sin(4*pi*x1+pi/2)",0.1547112613916397
2040,65,0.01,-1e+20,0.7965665435313423,-4.59721763812168,0.49198162835751047,-10,"0*x1*x1+-3*x1+sin(3*pi*x1+pi/3)*sin(3*pi*x1+pi/3)+sin(1*pi*x2+pi/5)*sin(1*pi*x2+pi/5)",0.187453493475914
2041,14,0.01,-1e+20,4.75,4.2241536527491235,5.124897853506766,-40,"4+sin(5*pi*x1+pi/3)*sin(5*pi*x1+pi/3)",0.12817472219467163
2042,97,0.01,-1e+20,-4.387559500380946,-4.967767929170529,-4.056490316741016,-20,"-5+sin(5*pi*x2+pi/5)*sin(5*pi*x2+pi/5)",0.15496480464935303
2043,21,0.01,-1e+20,1.968026082622966,-2.8894923339464373,3.3791065980116857,0,"-5*x1*x1+2*x1+sin(3*pi*x1+pi/2)*sin(3*pi*x1+pi/2)+sin(3*pi*x2+pi/6)*sin(3*pi*x2+pi/6)",0.1874656230211258
